,Employee_Name,EmpID,GenderID,PerfScoreID,Salary,Termd,PositionID,Position,State,DOB,Sex,MaritalDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,Absences,Status
246,"Saar-Beckles, Melinda",10295,0,2,47750,0,19,Production Technician I,MA,2068-06-06,F,Single,2016-07-04,,N/A-StillEmployed,Active,Production,Diversity Job Fair,Needs Improvement,2.6,4,0,2/18/2019,4,Active
247,"Sadki, Nore  ",10260,1,3,46428,1,19,Production Technician I,MA,1974-12-21,M ,Single,2009-01-05,2018-07-30,relocation out of area,Voluntarily Terminated,Production,Google Search,Fully Meets,4.6,5,0,2/5/2018,7,Baja
248,"Sahoo, Adil",10233,1,3,57975,0,20,Production Technician II,MA,1986-04-26,M ,Married,2010-08-30,,N/A-StillEmployed,Active,Production,CareerBuilder,Fully Meets,4.1,3,0,1/10/2019,13,Active
249,"Salter, Jason",10229,1,3,88527,1,9,Data Analyst ,MA,1987-12-17,M ,Divorced,2015-01-05,2015-10-31,hours,Voluntarily Terminated,IT/IS,LinkedIn,Fully Meets,4.2,3,5,4/20/2015,2,Baja
250,"Sander, Kamrin",10169,0,3,56147,0,19,Production Technician I,MA,1988-07-10,F,Married,2014-09-29,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,3.51,3,0,2/18/2019,2,Active
251,"Sewkumar, Nori",10071,0,3,50923,0,19,Production Technician I,MA,1975-03-10,F,Single,2013-09-30,,N/A-StillEmployed,Active,Production,Google Search,Fully Meets,5.0,5,0,2/6/2019,14,Active
252,"Shepard, Anita ",10179,0,3,50750,0,15,Network Engineer,MA,1981-04-14,F,Married,2014-09-30,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,3.31,3,6,1/7/2019,7,Active
253,"Shields, Seffi",10091,0,3,52087,0,19,Production Technician I,MA,1985-08-24,F,Married,2013-08-19,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,4.81,4,0,2/15/2019,15,Active
254,"Simard, Kramer",10178,1,3,87826,0,9,Data Analyst,MA,2070-02-08,M ,Married,2015-01-05,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,3.32,3,7,1/14/2019,16,Active
255,"Singh, Nan ",10039,0,3,51920,0,2,Administrative Assistant,MA,1988-05-19,F,Single,2015-05-01,,N/A-StillEmployed,Active,Admin Offices,Website,Fully Meets,5.0,3,5,1/15/2019,2,Active
256,"Sloan, Constance",10095,0,3,63878,1,20,Production Technician II,MA,1987-11-25,F,Single,2009-10-26,2015-04-08,maternity leave - did not return,Voluntarily Terminated,Production,CareerBuilder,Fully Meets,4.68,4,0,4/2/2015,20,Baja
257,"Smith, Joe",10027,1,4,60656,0,20,Production Technician II,MA,2063-10-30,M ,Single,2014-09-29,,N/A-StillEmployed,Active,Production,Indeed,Exceeds,4.3,3,0,1/28/2019,4,Active
258,"Smith, John",10291,1,2,72992,0,21,Sales Manager,MA,1984-08-16,M ,Divorced,2014-05-18,,N/A-StillEmployed,Active,Sales,Diversity Job Fair,Needs Improvement,2.4,4,0,1/16/2019,16,Active
259,"Smith, Leigh Ann",10153,0,3,55000,1,2,Administrative Assistant,MA,1987-06-14,F,Married,2011-09-26,2013-09-25,career change,Voluntarily Terminated,Admin Offices,Diversity Job Fair,Fully Meets,3.8,4,4,8/15/2013,17,Baja
260,"Smith, Sade",10157,0,3,58939,0,19,Production Technician I,MA,2065-02-02,F,Single,2013-11-11,,N/A-StillEmployed,Active,Production,Employee Referral,Fully Meets,3.73,3,0,1/24/2019,16,Active
261,"Soto, Julia ",10119,0,3,66593,0,14,IT Support,MA,1973-03-12,F,Married,2011-06-10,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,4.3,3,5,2/8/2019,19,Active
262,"Soze, Keyser",10180,1,3,87565,0,28,Sr. Network Engineer,MA,1983-02-09,M ,Married,2016-06-30,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,3.27,4,5,1/14/2019,13,Active
263,"Sparks, Taylor  ",10302,0,1,64021,0,19,Production Technician I,MA,2068-07-20,F,Married,2012-02-20,,N/A-StillEmployed,Active,Production,Indeed,PIP,2.4,2,1,2/25/2019,20,Active
264,"Spirea, Kelley",10090,0,3,65714,0,18,Production Manager,MA,1975-09-30,F,Married,2012-10-02,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,4.83,5,0,2/14/2019,15,Active
265,"Squatrito, Kristen",10030,0,4,62425,1,19,Production Technician I,MA,1973-03-26,F,Divorced,2013-05-13,2015-06-29,unhappy,Voluntarily Terminated,Production,LinkedIn,Exceeds,4.1,4,0,3/2/2015,16,Baja
266,"Stanford,Barbara  M",10278,0,3,47961,0,19,Production Technician I,MA,1982-08-25,F,Divorced,2011-01-10,,N/A-StillEmployed,Active,Production,Google Search,Fully Meets,4.1,4,0,2/7/2019,9,Active
267,"Stansfield, Norman",10307,1,1,58273,0,3,Area Sales Manager,NV,1974-05-09,M ,Married,2014-05-12,,N/A-StillEmployed,Active,Sales,Website,PIP,1.81,2,0,1/17/2019,5,Active
268,"Steans, Tyrone  ",10147,1,3,63003,0,1,Accountant I,MA,1986-09-01,M ,Single,2014-09-29,,N/A-StillEmployed,Active,Admin Offices,Indeed,Fully Meets,3.9,5,5,1/18/2019,9,Active
269,"Stoica, Rick",10266,1,3,61355,0,19,Production Technician I,MA,1985-03-14,M ,Married,2014-02-17,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,4.7,3,0,1/11/2019,4,Active
270,"Strong, Caitrin",10241,0,3,60120,0,3,Area Sales Manager,MT,1989-05-12,F,Married,2010-09-27,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,4.1,4,0,1/31/2019,18,Active
271,"Sullivan, Kissy ",10158,0,3,63682,0,18,Production Manager,MA,1978-03-28,F,Married,2009-01-08,,N/A-StillEmployed,Active,Production,Indeed,Fully Meets,3.73,4,0,1/24/2019,12,Active
272,"Sullivan, Timothy",10117,1,3,63025,0,19,Production Technician I,MA,1982-10-07,M ,Married,2015-01-05,,N/A-StillEmployed,Active,Production,Google Search,Fully Meets,4.36,5,0,1/24/2019,10,Active
273,"Sutwell, Barbara",10209,0,3,59238,0,19,Production Technician I,MA,2068-08-15,F,Single,2012-05-14,,N/A-StillEmployed,Active,Production,Indeed,Fully Meets,3.4,5,0,1/31/2019,13,Active
274,"Szabo, Andrew",10024,1,4,92989,0,24,Software Engineer,MA,1983-05-06,M ,Single,2014-07-07,,N/A-StillEmployed,Active,Software Engineering,LinkedIn,Exceeds,4.5,5,5,2/18/2019,1,Active
275,"Tannen, Biff",10173,1,3,90100,0,4,BI Developer,MA,1987-10-24,M ,Married,2017-04-20,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,3.4,3,6,1/2/2019,14,Active
276,"Tavares, Desiree  ",10221,0,3,60754,1,19,Production Technician I,MA,1975-04-03,F,Married,2009-04-27,2013-04-01,Another position,Voluntarily Terminated,Production,Diversity Job Fair,Fully Meets,4.5,5,0,2/15/2012,11,Baja
277,"Tejeda, Lenora ",10146,0,3,72202,1,20,Production Technician II,MA,2053-05-24,F,Married,2011-05-16,2017-07-08,Another position,Voluntarily Terminated,Production,Google Search,Fully Meets,3.93,3,0,4/18/2017,3,Baja
278,"Terry, Sharlene ",10161,0,3,58370,0,3,Area Sales Manager,OR,2065-05-07,F,Single,2014-09-29,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,3.69,3,0,1/28/2019,18,Active
279,"Theamstern, Sophia",10141,0,3,48413,1,19,Production Technician I,MA,2065-05-09,F,Single,2011-07-05,2016-09-05,return to school,Voluntarily Terminated,Production,Indeed,Fully Meets,3.98,4,0,3/2/2016,1,Baja
280,"Thibaud, Kenneth",10268,1,3,67176,1,20,Production Technician II,MA,1975-09-16,M ,Widowed,2007-06-25,2010-08-30,military,Voluntarily Terminated,Production,Other,Fully Meets,4.1,4,0,7/14/2010,15,Baja
281,"Tippett, Jeanette",10123,0,3,56339,0,19,Production Technician I,MA,2067-06-05,F,Divorced,2013-02-18,,N/A-StillEmployed,Active,Production,Indeed,Fully Meets,4.21,5,0,1/14/2019,4,Active
282,"Torrence, Jack",10013,1,4,64397,0,3,Area Sales Manager,ND,2068-01-15,M ,Separated,2006-01-09,,N/A-StillEmployed,Active,Sales,Indeed,Exceeds,4.1,3,0,1/4/2019,6,Active
283,"Trang, Mei",10287,0,2,63025,0,19,Production Technician I,MA,1983-05-16,F,Single,2014-02-17,,N/A-StillEmployed,Active,Production,LinkedIn,Needs Improvement,2.44,5,0,2/11/2019,18,Active
284,"Tredinnick, Neville ",10044,1,3,75281,1,15,Network Engineer,MA,1988-05-05,M ,Married,2015-01-05,2016-02-12,medical issues,Voluntarily Terminated,IT/IS,CareerBuilder,Fully Meets,5.0,3,5,4/15/2015,11,Baja
285,"True, Edward",10102,1,3,100416,1,24,Software Engineer,MA,1983-06-14,M ,Single,2013-02-18,2018-04-15,medical issues,Voluntarily Terminated,Software Engineering,Diversity Job Fair,Fully Meets,4.6,3,4,2/12/2017,9,Baja
286,"Trzeciak, Cybil",10270,0,3,74813,1,20,Production Technician II,MA,1985-03-15,F,Single,2011-01-10,2014-07-02,unhappy,Voluntarily Terminated,Production,LinkedIn,Fully Meets,4.4,3,0,1/5/2014,5,Baja
287,"Turpin, Jumil",10045,1,3,76029,0,15,Network Engineer,MA,2069-03-31,M ,Married,2015-03-30,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,5.0,4,7,1/14/2019,8,Active
288,"Valentin,Jackie",10205,0,3,57859,0,3,Area Sales Manager,AZ,1991-05-23,F,Married,2011-07-05,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,2.81,3,0,1/17/2019,16,Active
289,"Veera, Abdellah ",10014,1,4,58523,1,19,Production Technician I,MA,1987-01-31,M ,Divorced,2012-08-13,2016-02-05,maternity leave - did not return,Voluntarily Terminated,Production,LinkedIn,Exceeds,4.5,5,0,2/1/2016,15,Baja
290,"Vega, Vincent",10144,1,3,88976,0,17,Production Manager,MA,2068-10-10,M ,Divorced,2011-08-01,,N/A-StillEmployed,Active,Production,Employee Referral,Fully Meets,3.93,3,0,2/27/2019,19,Active
291,"Villanueva, Noah",10253,1,3,55875,0,3,Area Sales Manager,ME,1989-07-11,M ,Single,2012-03-05,,N/A-StillEmployed,Active,Sales,Website,Fully Meets,4.5,4,0,1/18/2019,11,Active
292,"Voldemort, Lord",10118,1,3,113999,1,8,Database Administrator,MA,1986-08-07,M ,Married,2015-02-16,2017-02-22,"no-call, no-show",Terminated for Cause,IT/IS,Employee Referral,Fully Meets,4.33,3,7,2/15/2017,9,Baja
293,"Volk, Colleen",10022,0,4,49773,1,19,Production Technician I,MA,1986-06-03,F,Married,2011-09-26,2016-02-08,gross misconduct,Terminated for Cause,Production,Google Search,Exceeds,4.3,5,0,2/1/2015,18,Baja
294,"Von Massenbach, Anna",10183,0,3,62068,0,19,Production Technician I,MA,1985-04-06,F,Single,2015-07-05,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,3.21,3,0,1/29/2019,7,Active
295,"Walker, Roger",10190,1,3,66541,0,20,Production Technician II,MA,1976-02-10,M ,Single,2014-08-18,,N/A-StillEmployed,Active,Production,Employee Referral,Fully Meets,3.11,5,0,2/12/2019,4,Active
296,"Wallace, Courtney  E",10274,0,3,80512,1,18,Production Manager,MA,2055-11-14,F,Married,2011-09-26,2012-01-02,Another position,Voluntarily Terminated,Production,Diversity Job Fair,Fully Meets,4.5,3,0,1/2/2012,5,Baja
297,"Wallace, Theresa",10293,0,2,50274,1,19,Production Technician I,MA,1980-08-02,F,Single,2012-08-13,2015-09-01,career change,Voluntarily Terminated,Production,CareerBuilder,Needs Improvement,2.5,3,0,9/5/2014,13,Baja
298,"Wang, Charlie",10172,1,3,84903,0,22,Senior BI Developer,MA,1981-07-08,M ,Single,2017-02-15,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,3.42,4,7,1/4/2019,17,Active
299,"Warfield, Sarah",10127,0,3,107226,0,28,Sr. Network Engineer,MA,1978-05-02,F,Widowed,2015-03-30,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,4.2,4,8,2/5/2019,7,Active
300,"Whittier, Scott",10072,1,3,58371,1,19,Production Technician I,MA,1987-05-24,M ,Single,2011-01-10,2014-05-15,hours,Voluntarily Terminated,Production,LinkedIn,Fully Meets,5.0,5,0,5/15/2014,11,Baja
301,"Wilber, Barry",10048,1,3,55140,1,19,Production Technician I,MA,2065-09-09,M ,Married,2011-05-16,2015-09-07,unhappy,Voluntarily Terminated,Production,Website,Fully Meets,5.0,3,0,2/15/2015,7,Baja
302,"Wilkes, Annie",10204,0,3,58062,1,19,Production Technician I,MA,1983-07-30,F,Divorced,2011-01-10,2012-05-14,Another position,Voluntarily Terminated,Production,Google Search,Fully Meets,3.6,5,0,2/6/2011,9,Baja
303,"Williams, Jacquelyn  ",10264,0,3,59728,1,19,Production Technician I,MA,2069-10-02,F,Single,2012-01-09,2015-06-27,relocation out of area,Voluntarily Terminated,Production,Diversity Job Fair,Fully Meets,4.3,4,0,6/2/2014,16,Baja
304,"Winthrop, Jordan  ",10033,1,4,70507,1,20,Production Technician II,MA,2058-11-07,M ,Single,2013-01-07,2016-02-21,retiring,Voluntarily Terminated,Production,LinkedIn,Exceeds,5.0,3,0,1/19/2016,7,Baja
305,"Wolk, Hang  T",10174,0,3,60446,0,20,Production Technician II,MA,1985-04-20,F,Single,2014-09-29,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,3.4,4,0,2/21/2019,14,Active
306,"Woodson, Jason",10135,1,3,65893,0,20,Production Technician II,MA,1985-05-11,M ,Single,2014-07-07,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,4.07,4,0,2/28/2019,13,Active
307,"Ybarra, Catherine ",10301,0,1,48513,1,19,Production Technician I,MA,1982-05-04,F,Single,2008-09-02,2015-09-29,Another position,Voluntarily Terminated,Production,Google Search,PIP,3.2,2,0,9/2/2015,4,Baja
308,"Zamora, Jennifer",10010,0,4,220450,0,6,CIO,MA,1979-08-30,F,Single,2010-04-10,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Exceeds,4.6,5,6,2/21/2019,16,Active
309,"Zhou, Julia",10043,0,3,89292,0,9,Data Analyst,MA,1979-02-24,F,Single,2015-03-30,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,5.0,3,5,2/1/2019,11,Active
310,"Zima, Colleen",10271,0,3,45046,0,19,Production Technician I,MA,1978-08-17,F,Widowed,2014-09-29,,N/A-StillEmployed,Active,Production,LinkedIn,Fully Meets,4.5,5,0,1/30/2019,2,Active
